brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
MINI,Clubman John Cooper Works ALL4,2019.0,39536.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,10.0,Carbon Black,Pepper White,27698
Honda,Accord Crosstour EX-L,2010.0,100153.0,3.5,5,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,6.0,Black,Red,11900
Maserati,Levante NAV HTD STS BLIND SPOT 21 WHLS,2021.0,21813.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,10.0,Black,White,56480
Volvo,XC40 T5 Momentum,2020.0,47150.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,1.0,1.0,9.0,Charcoal,Glacier Silver Metallic,32934
Mitsubishi,Lancer Evolution GSR,2015.0,63516.0,2.0,5,0.0,Gasoline,Four-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,3.0,Gray,Red,31800
Mercedes-Benz,GLS 450 4MATIC,2021.0,37086.0,3.0,9,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,13.0,Macchiato Beige,Lunar Blue Metallic,69990
Honda,Civic Type R Touring,2018.0,65367.0,2.0,6,0.0,Gasoline,Front-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,9.0,Red / Black,Aegean Blue Metallic,36274
Kia,Carnival SX Prestige,2022.0,41198.0,3.5,8,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,15.0,Gray,Astra Blue,45991
Jaguar,F-TYPE Base,2020.0,15586.0,3.0,Automatic,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,9.0,Brogue / Ebony,British Racing Green,47494
Audi,Q3 2.0T Premium Plus,2015.0,80501.0,2.0,6,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,1.0,1.0,8.0,Black,Brilliant Black,16785
BMW,M235 i xDrive,2015.0,62873.0,3.0,8,1.0,Gasoline,Four-wheel Drive,5.0,1.0,0.0,1.0,1.0,1.0,5.0,Black,Gray,26999
Chevrolet,Equinox 1LT,2022.0,20425.0,1.5,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,7.0,Black,Maroon,26995
Jeep,Wrangler Unlimited Sahara,2022.0,7570.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,9.0,Black,Sarge Green Clearcoat,51564
Chevrolet,Camaro 2SS,2022.0,6256.0,6.2,10,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,9.0,Jet Black,Summit White,48998
Volvo,V60 Cross Country T5,2020.0,44498.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,0.0,1.0,1.0,10.0,Blond,Crystal White Pearl Metallic,35595
Nissan,370Z Touring,2010.0,69000.0,3.7,6,0.0,Gasoline,Rear-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,13.0,Black,Black Cherry,22759
Porsche,Panamera 4,2015.0,69427.0,3.6,7,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,9.0,Black,Jet Black Metallic,34890
Mazda,CX-30 Premium Package,2021.0,16843.0,2.5,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,White / Brown,Sonic Silver Metallic,30998
FIAT,124 Spider Lusso,2017.0,19284.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,7.0,Nero,White Tri-Coat,24500
Maserati,Levante Base,2019.0,19832.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,11.0,Dark Brown,Bianco,45895
Maserati,Levante S,2020.0,43828.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,1.0,1.0,9.0,Black,Black,39888
MINI,Cooper Countryman Base (M6),2012.0,120803.0,1.6,Manual,0.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,2.0,Unknown,Black,10198
Mazda,MX-5 Miata Sport,2019.0,17867.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,5.0,Black,Soul Red Crystal Metallic,25998
Audi,S4 3.0T Premium Plus,2018.0,24014.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,4.0,Rotor Gray,Daytona Gray Pearl Effect,38999
Ford,Bronco Sport Base,2021.0,23089.0,1.5,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,1.0,1.0,1.0,6.0,Ebony,Silver,26835
Porsche,Panamera GTS,2020.0,27684.0,4.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Black,102990
Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,2021.0,11068.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,9.0,Titan Black,Deep Black Pearl Effect,32295
Lexus,GX 460 GX 460 Premium,2019.0,29348.0,4.6,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,9.0,Ecru,Claret Mica,46195
MINI,Hardtop Cooper S,2018.0,35664.0,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,1.0,0.0,1.0,8.0,Carbon Black,Blazing Red,19500
Audi,A5 2.0T Premium Plus,2013.0,79792.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.0,1.0,0.0,1.0,0.0,1.0,9.0,Black,BLACK,14995
Volvo,XC60 3.2,2010.0,126473.0,3.2,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,4.0,Beige,Blue,9000
MINI,Hardtop Cooper S,2022.0,6102.0,2.0,7,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,10.0,Black,British Racing Green IV Metallic,27200
Cadillac,SRX Premium Collection,2012.0,96804.0,3.6,6,1.0,Flex Fuel,Front-wheel Drive,5.5,0.0,0.0,1.0,0.0,1.0,9.0,Shale / Brownstone,Gold Mist Metallic,14950
Mitsubishi,Outlander ES,2022.0,19075.0,2.5,CVT,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,8.0,Black,White Diamond,27599
MINI,Cooper Countryman Base,2012.0,110988.0,1.6,6,1.0,Gasoline,Front-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,2.0,Black,Charcoal,8600
Volvo,XC90 T6 Momentum 6 Passenger,2022.0,13980.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,12.0,Blond,Thunder Gray Metallic,52500
Mitsubishi,Outlander SE Launch Edition,2022.0,27470.0,2.5,CVT,1.0,Gasoline,Front-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,14.0,Black,Red,27985
Toyota,Corolla Hatchback XSE,2019.0,35884.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,10.0,Black,Classic Silver Metallic,23899
Lexus,UX 200 UX 200,2021.0,8308.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Caramel,Eminent White Pearl,29887
Land,Rover Range Rover Velar P380 HSE R-Dynamic,2018.0,86423.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,0.0,1.0,11.0,Acorn / Ebony Windsor,Silicon Silver,47500
Jaguar,E-PACE SE,2020.0,7688.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,8.0,Lunar / Light Oyster,Corris Grey,34750
Jeep,Wrangler Sport,2015.0,76487.0,3.6,6,0.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,0.0,1.0,Black,Black,23980
Volkswagen,Passat 2.0T SE,2020.0,48870.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,10.0,Titan Black,Deep Black Pearl Effect,19644
BMW,X4 xDrive30i,2021.0,16445.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Canberra Beige,Black Sapphire Metallic,49890
Nissan,Maxima Platinum,2022.0,5742.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,10.0,Cashmere,White,36999
Mitsubishi,Outlander Sport 2.0 ES,2021.0,49533.0,2.0,CVT,0.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,0.0,0.0,1.0,5.0,BLACK,Mercury Gray Metallic,22457
Kia,Telluride SX,2022.0,27302.0,3.8,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,12.0,Black,Ebony Black,44715
Ford,Edge SEL,2020.0,38129.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,0.0,1.0,1.0,7.0,Ebony,Iconic Silver Metallic,25371
Porsche,Panamera 4S,2010.0,39552.0,4.8,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,5.0,Black,Yachting Blue Metallic,34900
Volkswagen,Jetta 1.4T SEL,2019.0,36492.0,1.4,8,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,7.0,Dark Beige,Pure White,20989
Ford,F-150 XLT,2020.0,59422.0,2.7,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,1.0,1.0,7.0,Black,Blue,36550
MINI,Hardtop John Cooper Works,2019.0,39061.0,2.0,6,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,5.0,Carbon Black,Gray Metallic,28995
Mazda,CX-30 Select,2021.0,24200.0,2.5,6,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,0.0,0.0,1.0,9.0,Black,Jet Black Mica,19995
Mercedes-Benz,GLE 350 Base 4MATIC,2020.0,46570.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Iridium Silver Metallic,47459
Ford,Shelby GT350 Base,2017.0,20918.0,5.2,6,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,5.0,Dark Ceramic,Shadow Black,53871
Porsche,Cayman S,2008.0,44716.0,3.4,6,0.0,Gasoline,Rear-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,2.0,Black,Blue,39977
Nissan,Armada SV,2021.0,72330.0,5.6,7,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,8.0,Charcoal,Super Black,31863
Toyota,Highlander XLE,2020.0,33769.0,3.5,8,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,11.0,Black,Blue,37499
Lexus,ES 300h Base,2017.0,25747.0,2.5,CVT,1.0,Hybrid,Front-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,4.0,Beige,Red,30983
Land,Rover Discovery P300 S,2022.0,11812.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,9.0,Ebony / Ebony,Santorini Black Metallic,56871
Volvo,XC60 Recharge Plug-In Hybrid T8 R-Design,2022.0,12596.0,2.0,Automatic,1.0,Hybrid,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,6.0,Charcoal,Platinum Gray,62496
Nissan,Murano SV,2022.0,9627.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,10.0,Graphite,Pearl White Tri-Coat,35822
Honda,Civic Hybrid,2014.0,77234.0,1.5,CVT,1.0,Hybrid,Front-wheel Drive,1.5,1.0,1.0,1.0,0.0,1.0,5.0,Beige,Modern Steel Metallic,16476
Volkswagen,Tiguan S,2011.0,96114.0,2.0,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,2.0,Gray,White,10958
FIAT,500 Sport,2015.0,77277.0,1.4,6,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,2.0,Black,Green,10951
Maserati,MC20 Base,2022.0,1876.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,8.0,Black,Blu Infinito,259995
Mitsubishi,Lancer Ralliart,2014.0,80100.0,2.0,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,9.0,Black,Black,17999
FIAT,500 Abarth,2012.0,98013.0,1.4,5,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,4.0,Red,Red,12800
Toyota,Avalon XLE Plus,2016.0,85851.0,3.5,6,1.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,1.0,0.0,1.0,9.0,Black,Midnight Black Metallic,19998
Porsche,718 Spyder Base,2020.0,10619.0,4.0,6,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,5.0,Black,White,112995
Honda,Fit LX,2019.0,74953.0,1.5,CVT,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,0.0,0.0,0.0,4.0,Black,Platinum White Pearl,14300
Maserati,Ghibli S Q4,2020.0,19077.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,14.0,Cuoio,Bianco,45881
Alfa,Romeo Spider BASE,1991.0,102280.0,2.0,5,0.0,Gasoline,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tan,Black,16900
Jeep,Grand Cherokee 4xe Base,2022.0,2597.0,2.0,8,1.0,Hybrid,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,11.0,Beige / Black,Metallic,51279
FIAT,500 Lounge,2012.0,99341.0,1.4,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,2.0,Black,Red,8500
Nissan,Frontier SL,2019.0,52063.0,4.0,5,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,8.0,Steel,Arctic Blue Metallic,31135
Alfa,Romeo Stelvio Ti,2020.0,25624.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,1.0,1.0,7.0,Black,White Tri-Coat,39900
Chevrolet,Tahoe RST,2023.0,15302.0,5.3,10,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,0.0,7.0,Jet Black,Black,71300
Volkswagen,Jetta 1.4T S,2021.0,17498.0,1.4,6,0.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,5.0,Titan Black,Pyrite Silver Metallic,19500
Kia,K5 LXS,2021.0,48650.0,1.6,8,1.0,Gasoline,Front-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,8.0,Black,Everlasting Silver,22988
Mercedes-Benz,E-Class E 350 4MATIC,2020.0,34290.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,8.0,Macchiato Beige,Black,34488
Mitsubishi,Outlander Sport 2.0 ES,2022.0,13448.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,4.0,Black,Labrador Black Pearl,21780
Hyundai,Veloster N N,2020.0,21803.0,2.0,6,0.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,7.0,Black,Chalk White,29980
MINI,Cooper S S,2006.0,97141.0,1.6,6,0.0,Gasoline,Front-wheel Drive,3.5,1.0,0.0,1.0,0.0,1.0,1.0,Black,Gray,7999
Porsche,Macan Sport Edition,2018.0,47881.0,2.0,7,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,1.0,1.0,8.0,Black / Luxor Beige,White,40998
Porsche,Cayman S,2006.0,84000.0,3.4,6,0.0,Gasoline,Rear-wheel Drive,2.0,0.0,0.0,1.0,0.0,1.0,5.0,Beige,Gray,34000
Nissan,NV Cargo NV2500 HD SV V6/SV V8,2020.0,40549.0,4.0,5,1.0,Gasoline,Rear-wheel Drive,5.0,1.0,1.0,0.0,0.0,0.0,4.0,Gray,Glacier White,30000
Volvo,S60 T5 Momentum,2020.0,16327.0,2.0,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,8.0,Charcoal,Crystal White,27988
Porsche,911 Carrera,2021.0,2335.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Mojave Beige,Carmine Red,122992
Mercedes-Benz,AMG S 65 Base,2017.0,84240.0,6.0,7,1.0,Gasoline,Rear-wheel Drive,1.5,0.0,1.0,0.0,1.0,1.0,7.0,Tan,Silver,79990
Toyota,Tacoma TRD Off Road,2016.0,107794.0,3.5,6,0.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,6.0,Gray,Silver Sky Metallic,27955
FIAT,500L Pop,2018.0,95713.0,1.4,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,4.0,Black,Black,11975
Mitsubishi,Outlander ES,2020.0,49670.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,6.0,Black,Alloy Silver Metallic,24125
Alfa,Romeo Stelvio Base,2021.0,12848.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Vesuvio Gray Metallic,31500
Mitsubishi,Mirage GT,2020.0,22874.0,1.2,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,7.0,Black,Infrared Metallic,13498
Honda,Accord Sport,2019.0,62419.0,1.5,CVT,1.0,Gasoline,Front-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,8.0,Black,Gray,18850
MINI,Countryman Cooper ALL4,2018.0,74697.0,1.5,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,6.0,Carbon Black,Midnight Black Metallic,18881
BMW,428 i xDrive,2014.0,83315.0,2.0,8,1.0,Gasoline,Four-wheel Drive,6.0,0.0,1.0,1.0,1.0,1.0,6.0,Venetian Beige,Midnight Blue Metallic,20977
Lexus,LX 600 F SPORT,2022.0,1682.0,3.5,Automatic,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,1.0,1.0,12.0,Red,Black,139890
Kia,Sedona LX,2016.0,140037.0,3.3,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,6.0,Gray,Bright Silver Metallic,10500
Alfa,Romeo Giulia Ti,2019.0,60311.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,1.0,1.0,11.0,Black / Red,Alfa White,26899
Mitsubishi,Outlander ES,2016.0,115354.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,0.0,0.0,1.0,4.0,Gray,White,11999
Porsche,Cayman S,2014.0,23040.0,3.4,7,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,5.0,Black,Burgundy,61999
MINI,Convertible Cooper,2020.0,26719.0,1.5,7,1.0,Gasoline,Front-wheel Drive,5.0,1.0,1.0,1.0,1.0,1.0,8.0,Carbon Black,Chili Pepper Red,27000
Jaguar,XF S,2018.0,30366.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,10.0,Ebony,Yulong White,39295
Volvo,XC60 Recharge Plug-In Hybrid T8 R-Design,2019.0,41748.0,2.0,8,1.0,Hybrid,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Charcoal,Osmium Gray Metallic,37490
Chevrolet,Silverado 1500 High Country,2015.0,111224.0,5.3,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,7.0,Saddle,Brownstone Metallic,27545
Nissan,Titan XD SV,2021.0,57852.0,5.6,9,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,0.0,0.0,9.0,Black,Black,37952
Volvo,S60 T5 Dynamic,2017.0,84459.0,2.0,8,1.0,Gasoline,Front-wheel Drive,4.0,1.0,0.0,0.0,1.0,1.0,8.0,Tan,White,15699
Volvo,S60 T6 Drive-E,2016.0,80061.0,2.0,8,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,9.0,Beige,Gray,16900
Nissan,Pathfinder SV,2022.0,7049.0,3.5,9,1.0,Unknown,Four-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,13.0,Gray Cloth,Gun Metallic,39246
Lexus,UX 250h UX 250h,2019.0,49742.0,2.0,CVT,1.0,Hybrid,Four-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,9.0,Caramel,Atomic Silver,28450
Porsche,Macan S,2020.0,16001.0,3.0,7,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Black,54999
Volkswagen,Passat 2.0T Wolfsburg,2019.0,68840.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,0.0,1.0,1.0,6.0,Titan Black,Fortana Red Metallic,21395
Alfa,Romeo Stelvio Base,2019.0,10787.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Silverstone Gray Metallic,29844
Ford,Expedition Max Limited,2020.0,38856.0,3.5,10,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,13.0,Medium Soft Ceramic,Magnetic Metallic,54995
Nissan,Maxima Platinum,2022.0,13308.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,10.0,Cashmere,Black,36980
Honda,CR-V Hybrid EX,2022.0,25214.0,2.0,CVT,1.0,Hybrid,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,12.0,Black,Black Crystal,31995
Jaguar,XF 3.0 Portfolio,2015.0,67009.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,5.0,Charcoal,Italian Racing Red,19888
Land,Rover Range Rover Evoque R-Dynamic S,2023.0,23384.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,10.0,Cloud,Nolita Grey,47848
Nissan,Pathfinder Platinum,2022.0,7876.0,3.5,9,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,11.0,Chestnut,Super Black,47745
Porsche,Cayenne Turbo,2020.0,20312.0,4.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,11.0,Black,White,97990
Alfa,Romeo Stelvio Ti Sport,2021.0,10032.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,11.0,Black,Rosso,41400
Kia,Telluride EX,2022.0,292.0,3.8,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,11.0,Black,Blue,46470
Cadillac,Escalade Premium Luxury,2017.0,86213.0,6.2,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,12.0,Jet Black,Crystal White Tri-Coat,37797
Ford,Ranger XL,2009.0,16451.0,2.3,5,1.0,Gasoline,Rear-wheel Drive,2.5,0.0,1.0,1.0,0.0,0.0,0.0,Gray,Black,13888
Nissan,Murano SL,2018.0,73991.0,3.5,CVT,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,0.0,1.0,10.0,Graphite,Magnetic Black,22273
Honda,Ridgeline Black Edition,2019.0,50144.0,3.5,6,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,0.0,1.0,12.0,Black,Black,33999
Mazda,Mazda3 i Sport,2013.0,43017.0,2.0,6,1.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,1.0,0.0,0.0,0.0,Black,Liquid Silver Metallic,12700
MINI,Cooper S S,2010.0,100978.0,1.6,6,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,2.0,Black,Red,7810
Mazda,CX-9 Carbon Edition,2022.0,20951.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,10.0,Red,Polymetal Gray Metallic,37400
Ford,F-150 XL,2018.0,149447.0,3.5,Automatic,1.0,Gasoline,Rear-wheel Drive,2.5,1.0,0.0,0.0,1.0,0.0,2.0,Dark Earth Gray,Oxford White,12900
Mitsubishi,Lancer Evolution Final Edition,2015.0,76311.0,2.0,5,0.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,4.0,Black,Octane Blue,35950
Honda,HR-V LX,2023.0,1355.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,4.0,Gray,Lunar Silver Metallic,25740
Chevrolet,Cruze 1LT,2013.0,149997.0,1.4,6,1.0,Gasoline,Front-wheel Drive,6.0,1.0,0.0,0.0,1.0,1.0,3.0,Medium Titanium,Summit White,8644
Jeep,Grand Cherokee Overland,2020.0,33718.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,10.0,Black,Bright White Clearcoat,35675
Jaguar,F-TYPE R,2015.0,39000.0,5.0,8,0.0,Gasoline,Rear-wheel Drive,1.0,0.0,0.0,1.0,0.0,0.0,9.0,Red,Silver,56500
Audi,A5 2.0T Premium,2020.0,13220.0,2.0,1,1.0,Gasoline,Four-wheel Drive,4.0,0.0,Unknown,1.0,0.0,1.0,7.0,Black,Navarra Blue Metallic,38995
Mercedes-Benz,AMG A 35 Base,2021.0,20830.0,2.0,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,10.0,Black,Cosmos Black Metallic,40777
Hyundai,Palisade SEL,2020.0,24787.0,3.8,8,1.0,Gasoline,Four-wheel Drive,8.5,0.0,1.0,0.0,0.0,1.0,9.0,Black,Becketts Black,36000
Volvo,S60 B5 Momentum,2022.0,26212.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,0.0,1.0,1.0,10.0,Charcoal,Black Stone,31500
Lexus,NX 300,2020.0,8888.0,2.0,6,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,8.0,Black,Black,32998
MINI,Convertible John Cooper Works,2020.0,17998.0,2.0,8,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,7.0,Carbon Black,Moonwalk Gray Metallic,34464
Porsche,Panamera 4,2014.0,73983.0,3.6,7,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,0.0,0.0,1.0,8.0,Luxor Beige,Carbon Gray Metallic,32000
Hyundai,Santa Fe Limited 2.0T,2020.0,22284.0,2.0,8,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,11.0,Gray,Quartz White,29590
