"brand","model","year","mileage","engine_size","drivetrain","avg_mpg","damaged","first_owner","extras","price"
"Maserati","Levante GT",2022,13908,3,"Four-wheel Drive",4,0,1,11,68999
"Nissan","Altima 2.5 S",2012,139483,2.5,"Front-wheel Drive",4.5,0,0,4,7495
"Chevrolet","Corvette ZR-1",2009,5214,6.2,"Rear-wheel Drive",3,0,0,5,104999
"Porsche","Cayenne Turbo",2020,30570,4,"Four-wheel Drive",2.5,0,1,8,96988
"Maserati","Quattroporte GTS",2014,47000,3.8,"Rear-wheel Drive",4,0,0,15,37000
"Toyota","Camry LE",2021,41142,2.5,"Front-wheel Drive",5.5,0,1,6,26500
"Land","Rover Defender 90 Carpathian Edition",2023,8651,5,"Four-wheel Drive",4,0,1,0,113998
"Volkswagen","Atlas Cross Sport 3.6L V6 SEL R-Line",2020,73710,3.6,"Front-wheel Drive",5,0,0,11,33995
"Audi","Q5 3.0T Prestige quattro",2014,127840,3,"Four-wheel Drive",4,0,0,8,17244
"Jaguar","XE 20d Premium",2017,60791,2,"Rear-wheel Drive",3.5,0,0,9,17500
"Mitsubishi","Outlander PHEV SEL",2018,55972,2,"Four-wheel Drive",3,0,0,9,22200
"Hyundai","Elantra SE",2017,59877,2,"Front-wheel Drive",2.5,0,0,4,14955
"Volvo","XC90 Hybrid T8 Inscription",2017,66374,2,"Four-wheel Drive",4.5,0,1,11,34592
"Volkswagen","Atlas 2.0T SEL Premium",2021,24406,2,"Four-wheel Drive",4,0,0,12,37972
"Jeep","Wrangler Unlimited Rubicon",2020,17233,3,"Four-wheel Drive",2.5,0,1,6,51990
"Mazda","CX-5 2.5 S Premium Plus Package",2022,10001,2.5,"Four-wheel Drive",3,0,1,9,30987
"Audi","S3 2.0T Premium Plus",2018,40198,2,"Four-wheel Drive",3,0,0,10,33895
"Porsche","911 Carrera S",2015,39514,3.8,"Rear-wheel Drive",2,0,0,4,83990
"Volvo","XC90 T6 Momentum",2017,56176,2,"Four-wheel Drive",3.5,0,1,11,26990
"Mitsubishi","Lancer Evolution MR",2006,46112,2,"Four-wheel Drive",3,0,0,0,47855
"Mercedes-Benz","S-Class S 580 4MATIC",2022,5840,4,"Four-wheel Drive",2,0,0,8,109999
"Land","Rover Range Rover Velar P380 SE R-Dynamic",2018,49912,3,"Four-wheel Drive",3,0,0,12,40500
"Cadillac","CT4-V V-Series",2022,2685,2.7,"Four-wheel Drive",2.5,0,1,6,53500
"Volvo","XC90 T6 Inscription 6 Passenger",2022,4174,2,"Four-wheel Drive",4,0,1,9,61350
"Toyota","Corolla LE",2015,102440,1.8,"Front-wheel Drive",4.5,1,0,3,13998
"Mazda","CX-30 2.5 Turbo Premium Package",2022,2967,2.5,"Four-wheel Drive",3,0,1,11,31996
"Maserati","Ghibli Modena",2023,1734,3,"Rear-wheel Drive",8,0,0,7,92990
"FIAT","500X Easy",2016,115036,2.4,"Front-wheel Drive",4.5,0,0,6,14599
"Volvo","S60 Hybrid T8 Inscription",2019,21817,2,"Four-wheel Drive",4,0,1,10,34993
"Hyundai","Sonata SE",2021,38028,2.5,"Front-wheel Drive",4,0,1,6,19999
"Audi","A3 40 Premium",2022,8028,2,"Front-wheel Drive",4.5,0,1,9,29995
"Mercedes-Benz","GLE 350 Base 4MATIC",2017,23065,3.5,"Four-wheel Drive",3,0,0,7,34998
"Porsche","Panamera S",2011,100614,4.8,"Rear-wheel Drive",1.5,0,0,9,26425
"Maserati","Ghibli S Q4",2017,38634,3,"Four-wheel Drive",4,1,0,0,33900
"Audi","S8 4.0T quattro",2020,47848,4,"Four-wheel Drive",4.5,1,1,8,66469
"Honda","Pilot EX-L",2020,55686,3.5,"Front-wheel Drive",4,0,0,9,29098
"Volkswagen","Eurovan MV",2002,197842,2.8,"Front-wheel Drive",3.5,0,0,4,17785
"Lexus","LC 500h Base",2018,62912,3.5,"Rear-wheel Drive",3.5,0,0,10,59497
"BMW","740 Li",2015,101290,3,"Rear-wheel Drive",5,0,0,6,17899
"Maserati","Grecale Modena",2023,387,2,"Four-wheel Drive",3,0,1,15,79985
"Nissan","Rogue Platinum",2021,26794,2.5,"Four-wheel Drive",3,0,1,11,34590
"Jeep","Grand Wagoneer Series III",2022,4964,6.4,"Four-wheel Drive",4.5,0,1,9,90869
"MINI","Countryman Cooper S",2014,87170,1.6,"Front-wheel Drive",5,1,0,6,12798
"Maserati","Quattroporte GTS GranSport",2018,28525,3.8,"Rear-wheel Drive",4,0,1,10,73995
"Audi","A5 2.0T Prestige",2018,39639,2,"Four-wheel Drive",5,0,0,13,32450
"Land","Rover Discovery Sport HSE",2018,29829,2,"Four-wheel Drive",3,0,0,9,26990
"Lexus","GX 460 Base",2023,213,4.6,"Four-wheel Drive",3,0,1,10,65888
"Lexus","RX 350 350",2019,19714,3.5,"Four-wheel Drive",3.5,1,0,10,38997
"Mazda","CX-9 Signature",2021,33730,2.5,"Four-wheel Drive",3,0,1,11,33944
"Porsche","Panamera 4",2018,35127,3,"Four-wheel Drive",2,0,0,6,59900
"Volkswagen","Golf Alltrack TSI SEL",2019,34537,1.8,"Four-wheel Drive",2.5,0,0,9,31999
"Lexus","CT 200h Base",2016,42534,1.8,"Front-wheel Drive",2.5,0,0,8,27995
"Kia","Stinger GT",2018,183432,3.3,"Rear-wheel Drive",4.5,1,1,8,17999
"Kia","Carnival SX Prestige",2022,12975,3.5,"Front-wheel Drive",1,0,1,13,53495
"MINI","Hardtop Cooper S",2014,111354,2,"Front-wheel Drive",4,1,0,4,6900
"Chevrolet","Camaro 1LT",2011,31251,3.6,"Rear-wheel Drive",5,1,0,1,17494
"Cadillac","CT4-V V-Series Blackwing",2022,9170,3.6,"Rear-wheel Drive",4,0,0,8,68887
"Mazda","CX-5 Touring",2019,41265,2.5,"Four-wheel Drive",3,1,1,10,25495
"Honda","Civic LX",2021,46569,2,"Front-wheel Drive",4,0,1,6,24370
"Nissan","Sentra SR",2020,40510,2,"Front-wheel Drive",3.5,0,0,8,22355
"FIAT","500X Trekking",2017,36768,2.4,"Front-wheel Drive",4,0,0,5,14866
"Lexus","GX 460 Base",2014,82440,4.6,"Four-wheel Drive",5,1,0,8,26500
"Cadillac","Escalade Sport Platinum",2022,7059,6.2,"Four-wheel Drive",4,0,1,8,113992
"Volkswagen","Golf TSI SE 4-Door",2016,68522,1.8,"Front-wheel Drive",5,0,0,8,16995
"Lexus","GX 460 Base",2022,4929,4.6,"Four-wheel Drive",3,0,1,9,56500
"BMW","X1 xDrive28i",2020,17958,2,"Four-wheel Drive",4,0,1,9,32791
"Kia","Telluride EX",2022,43850,3.8,"Four-wheel Drive",3.5,0,1,11,43195
"Alfa","Romeo Stelvio Ti",2021,22751,2,"Four-wheel Drive",4,0,1,9,36300
"Jaguar","XE 25t Premium",2019,38867,2,"Four-wheel Drive",5.5,1,1,8,24995
"Audi","A5 2.0T Prestige",2018,59258,2,"Four-wheel Drive",5,0,0,12,29998
"Mercedes-Benz","AMG GT C",2021,12227,3,"Four-wheel Drive",5,0,1,13,86888
"FIAT","500 Easy",2016,45946,1.4,"Front-wheel Drive",4.5,0,0,3,10755
"MINI","Cooper",2010,75500,1.6,"Front-wheel Drive",4.5,0,0,3,9900
"Volvo","XC90 T6 Momentum",2017,48082,2,"Four-wheel Drive",3.5,0,0,9,31998
"Cadillac","XTS Luxury",2017,102837,3.6,"Four-wheel Drive",3.5,1,0,7,17995
"Volvo","XC90 Hybrid T8 Inscription",2018,96253,2,"Four-wheel Drive",4.5,0,0,12,34500
"Toyota","4Runner TRD Off Road",2022,39884,4,"Four-wheel Drive",1.5,0,1,7,45200
"Cadillac","Escalade Luxury",2015,66128,6.2,"Four-wheel Drive",3,0,0,8,37990
"Volvo","XC60 T6 Platinum",2015,111404,3,"Four-wheel Drive",4,0,1,9,16911
"Cadillac","CT4 Premium Luxury",2021,28216,2,"Rear-wheel Drive",4,0,1,8,38898
"Kia","Sorento S",2022,8658,2.5,"Four-wheel Drive",3,0,1,11,41797
"Mazda","CX-5 Touring",2020,32954,2.5,"Four-wheel Drive",2.5,0,1,9,27295
"Alfa","Romeo Stelvio Ti Lusso",2019,14710,2,"Four-wheel Drive",3,0,0,7,35999
"Volkswagen","Atlas 3.6L SE w/Technology",2022,26791,3.6,"Four-wheel Drive",1.5,0,1,9,39980
"Cadillac","Escalade Sport Platinum",2021,20192,6.2,"Four-wheel Drive",4,0,0,10,102488
"Hyundai","Sonata SE",2018,58295,2.4,"Front-wheel Drive",5,1,0,5,15385
"Audi","Q5 2.0T Premium Plus",2018,70722,2,"Four-wheel Drive",2,0,0,8,24227
"Volvo","XC40 T5 R-Design",2020,28713,2,"Four-wheel Drive",5,0,0,8,33788
"Mitsubishi","Outlander GT",2019,54022,3,"Four-wheel Drive",2.5,0,0,10,25995
"Ford","F-150 XLT",2016,126554,5,"Four-wheel Drive",3,1,0,4,24500
"Jeep","Wrangler Sport",2017,65175,3.6,"Four-wheel Drive",3,0,0,1,24208
"Ford","Expedition EL Limited",2012,92260,5.4,"Four-wheel Drive",2.5,0,0,8,20998
"Hyundai","Elantra SEL",2021,49622,2,"Front-wheel Drive",2.5,0,1,8,21000
"MINI","Cooper S Countryman Base",2011,56020,1.6,"Front-wheel Drive",4,1,0,2,12995
"Chevrolet","Camaro ZL1",2022,3533,6.2,"Rear-wheel Drive",3,0,0,8,83437
"Chevrolet","Suburban LT",2018,97709,5.3,"Four-wheel Drive",3.5,0,0,9,31995
"BMW","530 i",2018,36975,2,"Rear-wheel Drive",5,0,0,9,29127
"BMW","X5 M Base",2015,94271,4.4,"Four-wheel Drive",2.5,0,0,9,33390
"Jaguar","XK Base (A6)",2009,64356,4.2,"Rear-wheel Drive",5,1,0,6,19900
"Land","Rover Range Rover Sport HSE",2012,109983,5,"Four-wheel Drive",2.5,1,0,8,15000
"Porsche","911 Carrera S",2020,23542,3,"Rear-wheel Drive",2,1,1,9,109999
"Chevrolet","Tahoe Z71",2021,32114,5.3,"Four-wheel Drive",2,1,0,8,57995
"Mitsubishi","Eclipse Cross SE",2020,20333,1.5,"Front-wheel Drive",3,0,1,7,22395
"Volkswagen","Atlas Cross Sport 3.6L V6 SEL Premium R-Line",2022,11506,3.6,"Four-wheel Drive",3,0,1,10,48998
"Land","Rover Defender 110 SE",2020,17600,3,"Four-wheel Drive",1.5,0,1,7,66547
"Mazda","CX-5 Carbon Edition",2021,53079,2.5,"Four-wheel Drive",4.5,0,1,12,25900
"Mercedes-Benz","GLS 450 4MATIC",2021,42650,3,"Four-wheel Drive",3,0,1,10,63800
"Honda","HR-V LX",2021,41108,1.8,"Front-wheel Drive",3,0,1,4,23810
"Chevrolet","Silverado 1500 High Country",2014,110214,5.3,"Four-wheel Drive",3,0,0,5,26518
"Mazda","Mazda6 Touring",2020,59578,2.5,"Front-wheel Drive",4,0,1,10,23898
"Hyundai","Tucson SE",2017,48932,2,"Front-wheel Drive",2.5,0,0,4,17732
"Jaguar","XF SC",2013,97368,3,"Four-wheel Drive",3,1,0,7,14995
"Jeep","Gladiator Mojave",2021,25270,3.6,"Four-wheel Drive",2,0,1,8,47500
"Audi","SQ7 4.0T Premium Plus",2020,33769,4,"Four-wheel Drive",3,1,1,7,67998
"Kia","Sorento LX",2017,97160,2.4,"Four-wheel Drive",3.5,0,0,8,15491
"Audi","A3 2.0T Premium",2015,71179,2,"Four-wheel Drive",4.5,0,0,4,19815
"Mazda","Mazda3 FWD w/Premium Package",2020,31027,2.5,"Front-wheel Drive",6,0,0,10,25984
"Chevrolet","Trailblazer LT",2021,14743,1.3,"Front-wheel Drive",1.5,1,1,8,27870
"Ford","F-150 XL",2020,27280,3.3,"Rear-wheel Drive",3,1,1,2,27766
"FIAT","500X Trekking",2018,26159,2.4,"Front-wheel Drive",4,1,0,7,19495
"Mercedes-Benz","GLE 450 AWD 4MATIC",2020,43490,3,"Four-wheel Drive",3,0,0,10,51998
"Hyundai","Kona Limited",2022,16500,1.6,"Front-wheel Drive",1.5,0,1,10,25300
"Lexus","GX 460 Luxury",2021,20289,4.6,"Four-wheel Drive",3.5,0,1,10,62480
"Kia","Sportage EX",2022,32206,2.4,"Four-wheel Drive",2.5,0,0,11,31995
"Ford","F-150 Platinum",2013,102910,5,"Four-wheel Drive",2.5,0,0,4,24988
"Mitsubishi","Outlander Sport 2.0 SP",2020,25378,2,"Four-wheel Drive",2.5,0,1,6,28510
"Ford","Expedition Max Limited",2021,48204,3.5,"Four-wheel Drive",2.5,0,1,13,51027
"Nissan","Titan XD SV",2018,51434,5.6,"Four-wheel Drive",1,0,0,5,32000
"Volvo","XC60 B5 Inscription",2022,18359,2,"Four-wheel Drive",4.5,0,1,9,44490
"Toyota","Tundra SR5",2022,15478,3.4,"Four-wheel Drive",2.5,0,1,11,54593
"BMW","430 Gran Coupe i",2019,20931,2,"Rear-wheel Drive",5,0,1,9,30684
"Mitsubishi","Outlander Sport SE",2020,53480,2,"Front-wheel Drive",3,0,1,6,14999
"Land","Rover Range Rover 3.0L Supercharged HSE",2016,61547,3,"Four-wheel Drive",4.5,0,0,10,37950
"Mercedes-Benz","CLA-Class CLA 250",2016,89925,2,"Front-wheel Drive",3.5,1,0,7,17995
"Mercedes-Benz","SL-Class SL 63 AMG",2014,55784,5.5,"Rear-wheel Drive",3,0,1,7,54577
"Hyundai","Tucson Hybrid Blue",2022,42235,1.6,"Four-wheel Drive",3.5,0,1,8,29495
"Alfa","Romeo Stelvio Quadrifoglio",2019,32099,2.9,"Four-wheel Drive",3,1,0,11,51000
"Toyota","Highlander XLE",2017,71861,3.5,"Front-wheel Drive",3,0,1,10,26384
"Chevrolet","Tahoe Premier",2017,81000,5.3,"Four-wheel Drive",3,0,0,12,37990
"Maserati","GranTurismo Sport",2014,47490,4.7,"Rear-wheel Drive",3.5,0,0,5,38995
"Alfa","Romeo Stelvio Ti",2019,82102,2,"Four-wheel Drive",3,0,0,9,26500
"Lexus","UX 200 Base",2022,16755,2,"Front-wheel Drive",3.5,0,1,4,32000
"Alfa","Romeo Stelvio Ti",2020,36330,2,"Four-wheel Drive",4,0,1,10,35432
"Honda","Civic LX",2016,136182,2,"Front-wheel Drive",5,1,1,4,14995
"Kia","Carnival SX Prestige",2022,23400,3.5,"Front-wheel Drive",4,0,1,12,49702
"Mercedes-Benz","GLS 450 Base 4MATIC",2020,55648,3,"Four-wheel Drive",4.5,1,1,14,56499
"Mitsubishi","Outlander SEL",2020,56133,2.4,"Four-wheel Drive",1.5,0,1,11,18495
"Mazda","RX-8 Sport",2011,29992,1.3,"Rear-wheel Drive",4,0,0,1,13499
"Volvo","XC60 T5 Momentum",2018,33582,2,"Four-wheel Drive",5.5,1,1,10,33998
"Mercedes-Benz","S-Class S 560 4MATIC",2018,12823,4,"Four-wheel Drive",3.5,0,1,7,74996
"FIAT","500X Pop",2016,39356,1.4,"Front-wheel Drive",4.5,0,1,2,12997
"Audi","Q8 Premium",2019,25279,3,"Four-wheel Drive",2.5,0,1,9,48595
"Jeep","Grand Cherokee Limited",2020,34469,3.6,"Four-wheel Drive",3.5,0,1,9,39990
"Mitsubishi","Lancer ES",2017,72144,2,"Front-wheel Drive",3,1,0,7,15999
"Porsche","Cayenne Base",2020,12983,3,"Four-wheel Drive",2.5,0,1,12,66995
"MINI","Clubman Cooper S ALL4",2020,4742,2,"Four-wheel Drive",4.5,0,0,9,30823
"Maserati","Ghibli Base",2016,50938,3,"Rear-wheel Drive",3.5,1,0,9,28999
"Porsche","911 Carrera 4S",2013,56394,3.8,"Four-wheel Drive",3,0,0,4,70000
"Jeep","Wrangler Unlimited Sport",2016,95968,3.6,"Four-wheel Drive",3.5,0,1,1,27685
"Volkswagen","Passat 1.8T S",2017,51151,1.8,"Front-wheel Drive",4.5,1,0,4,18981
"Nissan","Titan Platinum Reserve",2022,21608,5.6,"Four-wheel Drive",2.5,0,1,5,52535
"Volkswagen","Touareg VR6",2016,122434,3.6,"Four-wheel Drive",2,0,0,8,16900
"MINI","Countryman Cooper S",2019,17033,2,"Front-wheel Drive",4,0,1,7,28999
"Honda","CR-V Hybrid EX-L",2021,30220,2,"Four-wheel Drive",2.5,0,1,12,32874
"FIAT","500 Abarth",2017,57732,1.4,"Front-wheel Drive",2.5,0,1,3,13990
"Ford","F-150 Raptor",2019,44584,3.5,"Four-wheel Drive",1.5,1,1,9,63995
"Kia","Optima Hybrid EX",2017,51857,2,"Front-wheel Drive",2.5,0,0,10,19895
"Land","Rover Range Rover 3.0L Supercharged",2017,59756,3,"Four-wheel Drive",2,0,0,11,37877
"Mercedes-Benz","GLB 250 Base 4MATIC",2022,8822,2,"Four-wheel Drive",2.5,0,1,8,38999
"Ford","Edge Titanium",2020,62160,2,"Front-wheel Drive",4,1,1,8,29444
"Jaguar","F-TYPE 340HP",2018,68982,3,"Rear-wheel Drive",4,0,0,10,39978
"Chevrolet","Tahoe LS",2021,12043,5.3,"Rear-wheel Drive",2,0,0,9,48990
"Jaguar","F-PACE 30t Portfolio",2019,46404,2,"Four-wheel Drive",4.5,0,1,10,39490
"Lexus","NX 450h+ Luxury",2022,58580,2.5,"Four-wheel Drive",1,0,1,6,60496
"Lexus","RX 350 RX 350",2019,19149,3.5,"Front-wheel Drive",2,0,0,5,39975
"FIAT","500 Pop",2012,103094,1.4,"Front-wheel Drive",4,0,0,2,10998
"Mazda","Mazda3 FWD w/Premium Package",2020,14685,2.5,"Front-wheel Drive",4,0,1,8,27988
"Nissan","Maxima SV",2014,94412,3.5,"Front-wheel Drive",2.5,1,0,9,9995
"Mazda","MX-5 Miata RF Grand Touring",2022,1285,2,"Rear-wheel Drive",3,0,1,9,33000
"Lexus","GX 460 Base",2014,126093,4.6,"Four-wheel Drive",3.5,0,0,8,26361
"Honda","S2000 Base (M6)",2007,137364,2.2,"Rear-wheel Drive",3,0,0,2,29995
"Jeep","Wrangler Sport",2019,31439,2,"Four-wheel Drive",3.5,0,1,9,34398
"Volvo","XC90 Hybrid T8 Inscription",2016,50865,2,"Four-wheel Drive",4,0,1,7,34995
"Honda","Ridgeline RTL-E",2017,57206,3.5,"Four-wheel Drive",3.5,0,1,7,24990
"Kia","Carnival SX Prestige",2022,17457,3.5,"Front-wheel Drive",5.5,0,1,12,48106
"Volvo","XC90 T6 Momentum 7 Passenger",2021,16612,2,"Four-wheel Drive",2.5,0,1,13,49995
"Jeep","Cherokee Trailhawk",2021,26476,3.2,"Four-wheel Drive",3.5,0,1,6,33500
"Audi","Q7 55 Prestige",2021,20091,3,"Four-wheel Drive",2.5,0,1,10,57900
"Kia","Telluride EX",2021,80673,3.8,"Four-wheel Drive",4,1,1,11,36998
"Mitsubishi","Eclipse Spyder GT",2001,134243,3,"Front-wheel Drive",4,0,0,0,4995
"Mazda","MX-5 Miata RF Grand Touring",2018,52674,2,"Rear-wheel Drive",3,1,0,8,26930
"Maserati","Ghibli S Q4",2016,41506,3,"Four-wheel Drive",3.5,1,0,10,25999
"Kia","Sorento Hybrid SX Prestige",2023,6933,1.6,"Four-wheel Drive",6,0,1,9,43906
"Jaguar","E-PACE SE",2018,23174,2,"Four-wheel Drive",4.5,0,1,11,28990
"Chevrolet","Cruze Limited 1LT",2016,104354,1.4,"Front-wheel Drive",6,1,0,3,9000
"Mercedes-Benz","GLK-Class GLK 350",2015,50513,3.5,"Rear-wheel Drive",3,0,0,7,25998
"Cadillac","XLR Base",2004,24457,4.6,"Rear-wheel Drive",4,0,1,6,26495
"Maserati","Ghibli S Q4",2021,6017,3,"Four-wheel Drive",3.5,0,1,6,58992
"Volvo","S90 T6 Inscription",2021,31497,2,"Four-wheel Drive",4,0,0,11,40888
"Jeep","Wagoneer Series III",2022,19194,5.7,"Four-wheel Drive",3,0,0,11,69488
"Nissan","Pathfinder SV",2022,46267,3.5,"Front-wheel Drive",3.5,0,1,8,29900
"Audi","S6 2.9T Premium Plus",2020,39967,2.9,"Four-wheel Drive",5,0,1,10,52895
"Cadillac","XT6 Premium Luxury AWD",2021,19404,3.6,"Four-wheel Drive",2.5,0,0,9,46991
"Land","Rover Discovery Sport S",2020,17536,2,"Four-wheel Drive",3.5,0,1,11,37498
"Mitsubishi","Outlander Sport SE",2021,45238,2,"Four-wheel Drive",2.5,0,1,5,21000
"Lexus","GX 470 Base (A5)",2006,114457,4.7,"Four-wheel Drive",4.5,1,0,3,17995
"Audi","RS 7 4.0T quattro",2022,4667,4,"Four-wheel Drive",3.5,0,0,9,123040
"Honda","Accord EX-L",2013,142701,2.4,"Front-wheel Drive",4.5,1,0,9,12500
"Mercedes-Benz","AMG CLA 45 Base 4MATIC",2020,19635,2,"Four-wheel Drive",2.5,0,0,11,55750
"Hyundai","Santa Fe Limited 2.0T",2020,27444,2,"Front-wheel Drive",3,1,0,11,29398
"Toyota","Highlander Platinum",2020,30478,3.5,"Four-wheel Drive",3.5,1,0,13,45998
"Porsche","911 Carrera S",2020,13773,3,"Rear-wheel Drive",4,0,0,10,142990
"Kia","Sorento LX",2013,137626,2.4,"Front-wheel Drive",3.5,0,1,2,7000
"Lexus","NX 300 Base",2019,31763,2,"Front-wheel Drive",4,0,1,7,34995
"Mazda","Mazda3 Touring",2018,31830,2.5,"Front-wheel Drive",4,1,0,8,21992
"Nissan","Murano SV",2018,65405,3.5,"Four-wheel Drive",3.5,1,1,11,21277
"Volvo","XC60 T5 Inscription",2020,44933,2,"Four-wheel Drive",4,0,1,11,38300
"Maserati","Ghibli GranLusso",2019,13893,3,"Rear-wheel Drive",6.5,0,1,11,49995
"Kia","Sedona LX",2014,102337,3.5,"Front-wheel Drive",3.5,0,1,3,10051
"Land","Rover Range Rover Sport 3.0L Supercharged SE",2019,40414,3,"Four-wheel Drive",4,0,0,8,45279
"Mitsubishi","Mirage ES",2017,170657,1.2,"Front-wheel Drive",3,1,1,2,5450
"Volvo","XC90 T6 R-Design",2019,48855,2,"Four-wheel Drive",5,0,0,13,39516
"Mitsubishi","Outlander Sport ES",2018,35558,2,"Front-wheel Drive",2.5,0,0,4,20998
"MINI","Countryman John Cooper Works",2021,21900,2,"Four-wheel Drive",3,0,1,8,43998
"Mitsubishi","Outlander PHEV LE",2021,12007,2.4,"Four-wheel Drive",3,0,1,9,34888
"Volvo","XC90 T6 Momentum 7 Passenger",2020,36363,2,"Four-wheel Drive",2.5,0,0,13,39999
"Jaguar","F-PACE 30t Portfolio",2020,23260,2,"Four-wheel Drive",4,0,1,12,41995
"Hyundai","Sonata Hybrid SEL",2023,3052,2,"Front-wheel Drive",3.5,0,0,4,32599
"BMW","335 i",2015,76966,3,"Rear-wheel Drive",5.5,0,0,5,20952
"Jeep","Grand Cherokee Laredo X",2021,43520,3.6,"Four-wheel Drive",3,1,1,10,29000
"Land","Rover Defender 110 SE",2022,41797,3,"Four-wheel Drive",2.5,0,1,10,71962
"Honda","Ridgeline RTL-E",2020,48973,3.5,"Four-wheel Drive",2.5,1,1,14,34495
"Jeep","Grand Cherokee L Laredo",2022,11500,3.6,"Four-wheel Drive",4,0,1,7,42849
"Honda","Passport TrailSport",2022,1823,3.5,"Four-wheel Drive",2.5,0,1,13,42995
"Maserati","GranTurismo Sport",2018,2792,4.7,"Rear-wheel Drive",3.5,0,1,9,94734
"Ford","Expedition Platinum",2018,65170,3.5,"Four-wheel Drive",2.5,1,1,13,41900
"Hyundai","Tucson Ultimate",2019,44196,2.4,"Four-wheel Drive",3.5,0,0,11,28777
"Toyota","Sequoia SR5",2023,4948,3.4,"Four-wheel Drive",2,1,0,9,84950
"Chevrolet","Traverse LT Leather",2019,23917,3.6,"Front-wheel Drive",4.5,0,1,10,36106
"FIAT","500X Trekking",2018,40576,2.4,"Four-wheel Drive",4,1,1,7,20153
"Alfa","Romeo Stelvio Ti",2021,13380,2,"Four-wheel Drive",3,0,1,9,36299
"Mercedes-Benz","GLE 580 AWD 4MATIC",2020,40715,4,"Four-wheel Drive",3.5,0,1,9,63995
"FIAT","500L Easy",2015,101842,1.4,"Front-wheel Drive",4,0,0,2,9995
"Mitsubishi","Outlander Sport ES",2013,86103,2,"Front-wheel Drive",3,0,0,2,11700
"Lexus","NX 300 NX 300",2019,48666,2,"Front-wheel Drive",3.5,0,0,7,34995
"Mitsubishi","Outlander ES",2020,60844,2.4,"Four-wheel Drive",2.5,0,1,6,19871
"Hyundai","IONIQ Hybrid SEL",2017,52488,1.6,"Front-wheel Drive",5,1,0,8,15498
"Nissan","370Z Touring",2016,72833,3.7,"Rear-wheel Drive",3,0,0,8,25993
"Maserati","MC20 Base",2022,125,3,"Rear-wheel Drive",4,0,1,8,269888
"FIAT","124 Spider Lusso",2019,11696,1.4,"Rear-wheel Drive",4.5,0,0,7,25692
"Mercedes-Benz","GLS 450 4MATIC",2023,5065,3,"Four-wheel Drive",2,0,1,12,92995
"Hyundai","Genesis 3.8",2013,100967,3.8,"Rear-wheel Drive",3.5,0,0,5,10999
"Mazda","CX-9 Touring",2020,11856,2.5,"Four-wheel Drive",3.5,0,1,8,32997
"Maserati","Ghibli S Q4",2014,98578,3,"Four-wheel Drive",4,0,0,7,20995
"Lexus","ES 350 Base",2017,41164,3.5,"Front-wheel Drive",4,0,0,7,26449
"BMW","750 Li xDrive",2012,99890,4.4,"Four-wheel Drive",3,0,0,7,16999
"Mitsubishi","3000GT VR-4",1995,68542,3,"Four-wheel Drive",3,0,0,0,28995
"Hyundai","Santa Fe Calligraphy",2023,3442,2.5,"Four-wheel Drive",2.5,0,1,11,39988
"Maserati","MC20 Base",2022,431,3,"Rear-wheel Drive",2,0,1,8,255990
"Mazda","CX-5 Grand Touring",2019,68847,2.5,"Four-wheel Drive",3,0,1,8,29999
"Lexus","RX 350 350",2018,39771,3.5,"Four-wheel Drive",4,1,1,8,36468
"Volvo","XC90 B6 Ultimate 7-Seater",2023,1131,2,"Four-wheel Drive",3.5,0,1,9,66473
"Toyota","4Runner SR5",2020,38546,4,"Rear-wheel Drive",1.5,0,1,7,36900
"Chevrolet","Camaro 1SS",2016,70016,6.2,"Rear-wheel Drive",4.5,0,0,7,31872
"Maserati","Ghibli Base",2015,54056,3,"Rear-wheel Drive",4,0,0,6,23991
"Cadillac","XT4 Sport",2021,58092,2,"Four-wheel Drive",3.5,1,1,14,36000
"Audi","Q5 2.0T Premium Plus",2019,63402,2,"Four-wheel Drive",2.5,0,1,11,28920
"Toyota","Sienna LE",2020,85796,3.5,"Front-wheel Drive",3.5,1,1,8,27900
"Toyota","Prius Three",2012,245925,1.8,"Front-wheel Drive",1.5,0,0,5,7295
"Lexus","ES 350 Base",2014,141733,3.5,"Front-wheel Drive",5.5,1,0,8,16845
"Audi","A3 2.0T S line Premium Plus",2020,34415,2,"Four-wheel Drive",4,0,1,10,29373
"BMW","X5 xDrive35i",2011,74532,3,"Four-wheel Drive",3.5,0,0,5,12973
"Mitsubishi","Lancer Evolution GSR",2011,91895,2,"Four-wheel Drive",3,1,0,2,22999
"MINI","Cooper Base",2007,103000,1.6,"Front-wheel Drive",4.5,0,0,1,5100
"Porsche","Cayenne Turbo GT",2022,3401,4,"Four-wheel Drive",3,0,0,9,205995
"Kia","Telluride LX",2022,7541,3.8,"Front-wheel Drive",2.5,0,1,9,40998
"Honda","Civic EX-L",2013,107336,1.8,"Front-wheel Drive",5.5,1,1,6,15995
"Maserati","MC20 Base",2022,1087,3,"Rear-wheel Drive",3,0,1,8,288000
"Nissan","Altima 2.5 S",2016,105584,2.5,"Front-wheel Drive",3,1,0,5,11500
"Mazda","MX-5 Miata RF Club",2017,47133,2,"Rear-wheel Drive",3,0,0,3,25999
"MINI","Clubman Cooper S ALL4",2022,7131,2,"Four-wheel Drive",4,0,1,11,34500
"Maserati","Levante S",2020,51601,3,"Four-wheel Drive",4.5,0,1,7,44400
